USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  42124 15684 ?        Ss   Feb17   0:16 /usr/lib/systemd/systemd --switched-root --system --deserialize=55 rhgb
grouvya   301995  0.0  0.0 234940  2560 ?        Ss   Feb18   0:00 /usr/bin/conmon --api-version 1 -c eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -u da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8 -r /usr/bin/crun -b /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8 -p /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8/exec_pid -n Fedora_43 --exit-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8/exit --persist-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8/persist/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8/oci-log -t -i -e --exec-attach --exec-process-spec /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8/exec-process-1760748356 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /var/home/grouvya/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /var/home/grouvya/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg da3cfc5a8b7d49ebf91df6c56e0ef21105076552d40acce3f9245cf6fae072d8 --exit-command-arg eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825
grouvya   301998  0.0  0.0 232820  4188 pts/1    Ss+  Feb18   0:00 /usr/bin/bash -l
root      323615  0.0  0.0 254568 11376 ?        Ss   Feb18   0:00 /usr/bin/ostree admin finalize-staged --hold
grouvya   383883  0.0  0.0 234940  2612 ?        Ss   Feb18   0:00 /usr/bin/conmon --api-version 1 -c eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -u c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5 -r /usr/bin/crun -b /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5 -p /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5/exec_pid -n Fedora_43 --exit-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5/exit --persist-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5/persist/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5/oci-log -t -i -e --exec-attach --exec-process-spec /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5/exec-process-834404228 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /var/home/grouvya/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /var/home/grouvya/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg c06b4486d67477259306330e0f9d6aab315ffeb03c30bb8c3dc5cb5b5a04c2a5 --exit-command-arg eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825
grouvya   383886  0.0  0.0 232820  4052 pts/2    Ss+  Feb18   0:00 /usr/bin/bash -l
grouvya   384405  0.0  0.0 234940  2488 ?        Ss   Feb18   0:00 /usr/bin/conmon --api-version 1 -c eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -u 89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16 -r /usr/bin/crun -b /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16 -p /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16/exec_pid -n Fedora_43 --exit-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16/exit --persist-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16/persist/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16/oci-log -t -i -e --exec-attach --exec-process-spec /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16/exec-process-474072073 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /var/home/grouvya/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /var/home/grouvya/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg 89cc10dd1795a714624ccca031f8c7eb6a3e3803531b1452f4b2049fae7fcd16 --exit-command-arg eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825
grouvya   384408  0.0  0.0 232820  4060 pts/3    Ss+  Feb18   0:00 /usr/bin/bash -l
grouvya   387643  0.1  0.1 2001584 46288 ?       Sl   Feb18   2:31 podman exec --interactive --detach-keys= --user=grouvya --tty --workdir=/home/grouvya --env=PWD=/home/grouvya --env=CONTAINER_ID=Fedora_43 --env=DISTROBOX_ENTER_PATH=/usr/bin/distrobox-enter --env=SESSION_MANAGER=local/unix:@/tmp/.ICE-unix/3871,unix/unix:/tmp/.ICE-unix/3871 --env=XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1 --env=HISTCONTROL=ignoredups --env=XDG_MENU_PREFIX=plasma- --env=HISTSIZE=1000 --env=ICEAUTHORITY=/run/user/1000/iceauth_lGPhTL --env=GUESTFISH_OUTPUT=\e[0m --env=SSH_AUTH_SOCK=/run/user/1000/ssh-agent.socket --env=MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= --env=DESKTOP_SESSION=plasma --env=GTK_RC_FILES=/etc/gtk/gtkrc:/home/grouvya/.gtkrc:/home/grouvya/.config/gtkrc --env=GDK_CORE_DEVICE_EVENTS=1 --env=GPG_TTY=/dev/tty2 --env=EDITOR=/usr/bin/nano --env=LOGNAME=grouvya --env=XDG_SESSION_DESKTOP=KDE --env=XDG_SESSION_TYPE=wayland --env=SYSTEMD_EXEC_PID=7906 --env=XAUTHORITY=/run/user/1000/xauth_jaYnqv --env=SDL_VIDEO_MINIMIZE_ON_FOCUS_LOSS=0 --env=GUESTFISH_RESTORE=\e[0m --env=XKB_DEFAULT_MODEL=pc105 --env=GTK2_RC_FILES=/etc/gtk-2.0/gtkrc:/home/grouvya/.gtkrc-2.0:/home/grouvya/.config/gtkrc-2.0 --env=SSH_ASKPASS=/usr/bin/ksshaskpass --env=LANG=en_US.UTF-8 --env=LS_COLORS= --env=XDG_CURRENT_DESKTOP=KDE --env=MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/flatpak-session-helper.service/memory.pressure --env=WAYLAND_DISPLAY=wayland-0 --env=GUESTFISH_PS1=\[\e[1;32m\]><fs>\[\e[0;31m\]  --env=INVOCATION_ID=3eb382bc1fb44921bf8c53f9a3190c25 --env=MANAGERPID=2482 --env=STEAM_FRAME_FORCE_CLOSE=1 --env=KDE_SESSION_UID=1000 --env=XKB_DEFAULT_LAYOUT=us --env=XDG_SESSION_CLASS=user --env=LESSOPEN=||/usr/bin/lesspipe.sh %s --env=USER=grouvya --env=QT_WAYLAND_RECONNECT=1 --env=KDE_SESSION_VERSION=6 --env=PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket --env=SUDO_ASKPASS=/usr/bin/ksshaskpass --env=DISPLAY=:0 --env=GSK_RENDERER=gl --env=SHLVL=2 --env=GUESTFISH_INIT=\e[1;34m --env=XDG_SESSION_ID=2 --env=MANAGERPIDFDID=2483 --env=XDG_RUNTIME_DIR=/run/user/1000 --env=DEBUGINFOD_URLS=ima:enforcing https://debuginfod.fedoraproject.org/ ima:ignore  --env=DEBUGINFOD_IMA_CERT_PATH=/etc/keys/ima: --env=KDEDIRS=/usr --env=JOURNAL_STREAM=9:45680 --env=KDE_FULL_SESSION=true --env=DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus --env=KDE_APPLICATIONS_AS_SCOPE=1 --env=MAIL=/var/spool/mail/grouvya --env=PATH=/home/grouvya/.local/bin:/home/grouvya/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/usr/local/bin:/usr/bin:/sbin:/bin --env=XDG_DATA_DIRS=/home/grouvya/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share --env=XDG_CACHE_HOME=/home/grouvya/.cache --env=XDG_CONFIG_HOME=/home/grouvya/.config --env=XDG_DATA_HOME=/home/grouvya/.local/share --env=XDG_STATE_HOME=/home/grouvya/.local/state --env=XDG_CONFIG_DIRS=/home/grouvya/.config/kdedefaults:/etc/xdg:/usr/share/kde-settings/kde-profile/default/xdg Fedora_43 /bin/sh -c $(getent passwd 'grouvya' | cut -f 7 -d :) -l
grouvya   387724  0.0  0.0 234940  2576 ?        Ss   Feb18   0:00 /usr/bin/conmon --api-version 1 -c eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -u b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a -r /usr/bin/crun -b /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a -p /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a/exec_pid -n Fedora_43 --exit-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a/exit --persist-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a/persist/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a/oci-log -t -i -e --exec-attach --exec-process-spec /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a/exec-process-2526108931 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /var/home/grouvya/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /var/home/grouvya/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg b766a848a88e464fee7da0a6f1f28f7127e89118400adac2b49ccd5c60fd815a --exit-command-arg eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825
grouvya   387727  0.0  0.0 232816  4348 pts/4    Ss+  Feb18   0:00 /usr/bin/bash -l
root      400425  0.0  0.0      0     0 ?        I    Feb18   0:01 [kworker/1:0-mm_percpu_wq]
grouvya   478747  0.0  0.0 551996 13296 ?        Ssl  Feb18   0:00 /usr/libexec/flatpak-portal
grouvya   478846  0.0  0.0   3748  2124 ?        Ss   Feb18   0:00 /usr/bin/bwrap --args 44 -- brave
grouvya   478851  0.0  0.0   3748  2144 ?        S    Feb18   0:00 /usr/bin/bwrap --args 46 -- /usr/bin/xdg-dbus-proxy --args=45
grouvya   478852  0.0  0.0 457224  6236 ?        Sl   Feb18   0:01 /usr/bin/xdg-dbus-proxy --args=45
grouvya   478855  0.0  0.0   3848  1380 ?        S    Feb18   0:00 /usr/bin/bwrap --args 44 -- brave
grouvya   478856  1.0  1.0 51216408 341148 ?     Sl   Feb18   8:04 /app/brave/brave --disable-features=WebAssemblyTrapHandler,DesktopPWAsRunOnOsLogin --no-default-browser-check
grouvya   478869  0.0  0.0 50354868 2476 ?       Sl   Feb18   0:00 /app/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/grouvya/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser/Crash Reports --metrics-dir=/home/grouvya/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser --url=https://cr.brave.com --annotation=lsb-release=Freedesktop SDK 25.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=145.1.87.188 --initial-client-fd=10 --shared-client-connection
grouvya   478871  0.0  0.0 50345632 2268 ?       Sl   Feb18   0:00 /app/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/grouvya/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Freedesktop SDK 25.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=145.1.87.188 --initial-client-fd=4 --shared-client-connection
grouvya   478876  0.0  0.1 50695960 58476 ?      S    Feb18   0:00 /app/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable
grouvya   478878  0.0  0.0      0     0 ?        Z    Feb18   0:00 [zypak-sandbox] <defunct>
grouvya   478880  0.0  0.0   5876  1896 ?        S    Feb18   0:00 cat
grouvya   478881  0.0  0.0   5876  1908 ?        S    Feb18   0:00 cat
grouvya   478882  0.0  0.0   3748  2276 ?        Ss   Feb18   0:00 /usr/bin/bwrap --args 44 -- /app/bin/zypak-helper child - /app/brave/brave --type=zygote --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable
grouvya   478891  0.0  0.0   3844  1436 ?        S    Feb18   0:00 /usr/bin/bwrap --args 44 -- /app/bin/zypak-helper child - /app/brave/brave --type=zygote --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable
grouvya   478892  0.0  0.1 50698744 63272 ?      S    Feb18   0:00 /app/brave/brave --type=zygote --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable
grouvya   478932  0.5  0.5 51305176 192524 ?     Sl   Feb18   3:52 /app/brave/brave --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,3150205919220173841,6368126179445207302,262144 --field-trial-handle=3,i,12219146422697440692,2031822486674814128,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@258b0a70a77de7645d0bf5538294e41ab9f6d6ad --trace-process-track-uuid=3190708988185955192
grouvya   478937  0.1  0.3 50848700 116196 ?     Sl   Feb18   1:19 /app/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11472211997067432050,6500428487588843673,524288 --field-trial-handle=3,i,12219146422697440692,2031822486674814128,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@258b0a70a77de7645d0bf5538294e41ab9f6d6ad --trace-process-track-uuid=3190708989122997041
grouvya   478944  0.0  0.1 50766580 48984 ?      Sl   Feb18   0:07 /app/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12206693898398082435,8970931981338845276,524288 --field-trial-handle=3,i,12219146422697440692,2031822486674814128,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@258b0a70a77de7645d0bf5538294e41ab9f6d6ad --trace-process-track-uuid=3190708990060038890
grouvya   478966  0.1  0.7 1461544176 230264 ?   Sl   Feb18   0:48 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1771344857914188 --launch-time-ticks=93128855205 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9424443459325620726,1863222066943758213,2097152 --field-trial-handle=3,i,12219146422697440692,2031822486674814128,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@258b0a70a77de7645d0bf5538294e41ab9f6d6ad --trace-process-track-uuid=3190708990997080739
grouvya   479058  0.1  0.7 1459790224 255004 ?   Sl   Feb18   0:53 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771344857914188 --launch-time-ticks=93129196110 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9592674260877714404,15157633050055105906,2097152 --field-trial-handle=3,i,12219146422697440692,2031822486674814128,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@258b0a70a77de7645d0bf5538294e41ab9f6d6ad --trace-process-track-uuid=3190708992871164437
grouvya   479082  0.0  0.0  21004 19484 ?        S    Feb18   0:02 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
grouvya   480354  0.0  0.5 1459798520 172716 ?   Sl   Feb18   0:41 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f5063ffe-9ef8-4ab0-aec1-05e130e8096f, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=58 --time-ticks-at-unix-epoch=-1771344857914188 --launch-time-ticks=93257073115 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10975343174599456686,12806702725155477343,2097152 --field-trial-handle=3,i,12219146422697440692,2031822486674814128,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@258b0a70a77de7645d0bf5538294e41ab9f6d6ad --trace-process-track-uuid=3190709040660298736
